Start Time,End Time,Packet Count,Packets/sec,Bytes/sec,Bits/sec,Average Packet Size,duration
1742995808.274866,1742995809.59588,299,226.34,"2,108,018.6530318907",16864149.22,9313.45,1321.014
1742995809.59588,1742995810.909426,295,224.58,"2,115,042.885459807",16920343.08,9417.65,1313.546
1742995810.909426,1742995812.207394,293,225.74,"2,127,758.3036462413",17022066.43,9425.81,1297.968
1742995812.207394,1742995813.530186,296,223.77,"2,106,474.7049330664",16851797.64,9413.61,1322.792
1742995813.530186,1742995814.84179,295,224.92,"2,118,174.3508901405",16945394.81,9417.65,1311.604
1742995814.84179,1742995816.153751,296,225.62,"2,123,865.0667150305",16990920.53,9413.61,1311.961
1742995816.153751,1742995817.465218,295,224.94,"2,118,395.383457936",16947163.07,9417.65,1311.467
1742995817.465218,1742995818.776513,295,224.97,"2,118,673.4725142135",16949387.78,9417.65,1311.295
1742995818.776513,1742995820.065129,266,206.42,"1,955,887.6449142778",15647101.16,9475.14,1288.616
1742995820.065129,1742995821.400141,319,238.95,"2,261,689.1028376734",18093512.82,9465.15,1335.012
1742995821.400141,1742995822.687458,295,229.16,"2,159,140.2264200146",17273121.81,9422.03,1287.317
1742995822.687458,1742995824.006423,296,224.42,"2,111,607.2741008",16892858.19,9409.24,1318.965
1742995824.006423,1742995825.336117,296,222.61,"2,096,512.379170618",16772099.03,9417.97,1329.694
1742995825.336117,1742995826.624239,282,218.92,"2,059,767.7287186678",16478141.83,9408.62,1288.122
1742995826.624239,1742995827.958328,309,231.62,"2,181,346.1553888563",17450769.24,9417.83,1334.089
1742995827.958328,1742995829.245791,289,224.47,"2,120,578.305204193",16964626.44,9446.94,1287.463
1742995829.245791,1742995830.554688,216,165.02,"1,557,519.0189074068",12460152.15,9438.11,1308.897
1742995830.554688,1742995831.84713,125,96.72,"920,157.2862045843",7361258.29,9514.00,1292.442
1742995831.84713,1742995833.320224,93,63.13,"600,641.9197294405",4805135.36,9514.00,1473.094
1742995833.320224,1742995834.644231,84,63.44,"603,604.0438572607",4828832.35,9514.00,1324.007
1742995834.644231,1742995835.935592,106,82.08,"780,946.7013152745",6247573.61,9514.00,1291.361
1742995835.935592,1742995837.321218,80,57.74,"549,296.8213255348",4394374.57,9514.00,1385.626
1742995837.321218,1742995838.631311,152,116.02,"1,103,836.2022053793",8830689.62,9514.00,1310.093
1742995838.631311,1742995840.220844,144,90.59,"861,898.382681827",6895187.06,9514.00,1589.533
1742995840.220844,1742995841.532922,139,105.94,"1,007,901.9699225222",8063215.76,9514.00,1312.078
1742995841.532922,1742995842.846281,67,51.01,"485,349.3898120167",3882795.12,9514.00,1313.359
1742995842.846281,1742995844.257214,150,106.31,"1,011,458.3627047649",8091666.90,9514.00,1410.933
1742995844.257214,1742995845.733861,106,71.78,"682,955.4173574708",5463643.34,9514.00,1476.647
1742995845.733861,1742995847.020215,98,76.18,"724,817.5486136236",5798540.39,9514.00,1286.354
1742995847.020215,1742995848.536832,93,61.32,"583,405.0160101479",4667240.13,9514.00,1516.617
1742995848.536832,1742995849.837035,109,83.83,"797,587.8554411284",6380702.84,9514.00,1300.203
1742995849.837035,1742995851.137459,94,72.28,"687,711.03266186",5501688.26,9514.00,1300.424
1742995851.137459,1742995852.445186,107,81.82,"778,448.4903551574",6227587.92,9514.00,1307.727
1742995852.445186,1742995853.768472,70,52.90,"503,277.4257080384",4026219.41,9514.00,1323.286
1742995853.768472,1742995855.053591,82,63.81,"607,062.8210916889",4856502.57,9514.00,1285.119
